stock_id,old_price,new_price,percentage_change,volume
3,1521.86,1566.43,2.93,28
4,900.41,914.5,1.57,99
5,2306.02,2369.99,2.77,94
6,1573.27,1578.66,0.34,11
7,1954.17,1899.36,-2.8,97
8,531.44,512.66,-3.53,24
9,2661.75,2755.9,3.54,73
10,920.6,912.56,-0.87,1
11,1489.12,1532.97,2.94,22
12,1100.88,1147.35,4.22,76
1,953.26,917.39,-3.76,20
2,1358.13,1338.53,-1.44,39
3,1566.43,1574.13,0.49,64
4,914.5,928.07,1.48,62
5,2369.99,2456.98,3.67,63
6,1578.66,1570.23,-0.53,67
7,1899.36,1936.42,1.95,58
8,512.66,525,2.41,58
9,2755.9,2682.76,-2.65,74
10,912.56,948.45,3.93,27
11,1532.97,1503.26,-1.94,56
12,1147.35,1172.73,2.21,8
1,917.39,888.56,-3.14,56
2,1338.53,1283.75,-4.09,47
3,1574.13,1531.42,-2.71,74
4,928.07,971.23,4.65,70
5,2456.98,2377.3,-3.24,91
6,1570.23,1544.69,-1.63,81
7,1936.42,1896.38,-2.07,53
8,525,517.6,-1.41,27
9,2682.76,2806.44,4.61,52
10,948.45,988.2,4.19,2
11,1503.26,1561.73,3.89,52
12,1172.73,1134.98,-3.22,38
1,888.56,901.98,1.51,52
2,1283.75,1299.64,1.24,44
3,1531.42,1481.51,-3.26,97
4,971.23,1011.86,4.18,21
5,2377.3,2437.68,2.54,29
6,1544.69,1564.53,1.28,32
7,1896.38,1881.14,-0.8,26
8,517.6,539.21,4.17,34
9,2806.44,2813.16,0.24,38
10,988.2,1007.3,1.93,2
11,1561.73,1572.83,0.71,44
12,1134.98,1096.53,-3.39,76
1,901.98,911.45,1.05,65
2,1299.64,1322.01,1.72,45
3,1481.51,1449.02,-2.19,31
4,1011.86,1061.15,4.87,14
5,2437.68,2367.24,-2.89,81
6,1564.53,1642.37,4.98,64
7,1881.14,1905.41,1.29,23
8,539.21,543.09,0.72,36
9,2813.16,2864.9,1.84,100
10,1007.3,1027.75,2.03,83
11,1572.83,1647.58,4.75,26
12,1096.53,1147.99,4.69,11
1,911.45,890.12,-2.34,21
2,1322.01,1322.63,0.05,80
3,1449.02,1456.54,0.52,4
4,1061.15,1023.37,-3.56,31
5,2367.24,2280.64,-3.66,67
6,1642.37,1566.48,-4.62,36
7,1905.41,1954.96,2.6,93
8,543.09,528.33,-2.72,42
9,2864.9,2789.59,-2.63,47
10,1027.75,1047.2,1.89,1
11,1647.58,1656.85,0.56,69
12,1147.99,1157.99,0.87,49
1,890.12,934.17,4.95,14
2,1322.63,1386.24,4.81,32
3,1456.54,1488.66,2.2,15
4,1023.37,974.06,-4.82,42
5,2280.64,2215.02,-2.88,84
6,1566.48,1632.82,4.23,90
7,1954.96,2016.62,3.15,42
8,528.33,537.9,1.81,6
9,2789.59,2656.56,-4.77,53
10,1047.2,1032.3,-1.42,70
11,1656.85,1596.5,-3.64,48
12,1157.99,1168.87,0.94,65
1,934.17,926.39,-0.83,97
2,1386.24,1440.8,3.94,34
3,1488.66,1441.08,-3.2,79
4,974.06,988.11,1.44,98
5,2215.02,2238.4,1.06,32
6,1632.82,1672.71,2.44,91
7,2016.62,2064.16,2.36,62
8,537.9,538.14,0.05,26
9,2656.56,2606.67,-1.88,2
10,1032.3,1062.37,2.91,92
11,1596.5,1637.79,2.59,4
12,1168.87,1110.64,-4.98,36
1,926.39,969.45,4.65,20
2,1440.8,1470.67,2.07,29
3,1441.08,1377.08,-4.44,99
4,988.11,1024.02,3.63,48
5,2238.4,2169.04,-3.1,98
6,1672.71,1607.27,-3.91,43
7,2064.16,2116.56,2.54,47
8,538.14,560.9,4.23,83
9,2606.67,2707.98,3.89,9
10,1062.37,1031.15,-2.94,45
11,1637.79,1656.63,1.15,24
12,1110.64,1149.72,3.52,64
1,969.45,1013.64,4.56,19
2,1470.67,1488.59,1.22,15
3,1377.08,1379.23,0.16,94
4,1024.02,1025.35,0.13,10
5,2169.04,2151.05,-0.83,73
6,1607.27,1633.94,1.66,5
7,2116.56,2152.54,1.7,79
8,560.9,561.35,0.08,76
9,2707.98,2839.54,4.86,8
10,1031.15,1051.11,1.94,94
11,1656.63,1604.47,-3.15,94
12,1149.72,1192.21,3.7,4
1,1013.64,1009.16,-0.44,85
2,1488.59,1485.83,-0.19,34
3,1379.23,1394.02,1.07,2
4,1025.35,1047.76,2.19,50
5,2151.05,2091.55,-2.77,52
6,1633.94,1659.23,1.55,74
7,2152.54,2214.36,2.87,5
8,561.35,587.43,4.65,21
9,2839.54,2749.59,-3.17,10
10,1051.11,1005.59,-4.33,70
11,1604.47,1540.63,-3.98,58
12,1192.21,1234.34,3.53,24
1,1009.16,1000.34,-0.87,50
2,1485.83,1510.28,1.65,63
3,1394.02,1416.02,1.58,76
4,1047.76,1056.83,0.87,100
5,2091.55,2129.37,1.81,9
6,1659.23,1688.85,1.79,66
7,2214.36,2184.2,-1.36,15
8,587.43,559.27,-4.79,19
9,2749.59,2790.83,1.5,68
10,1005.59,1029.06,2.33,44
11,1540.63,1572.68,2.08,44
12,1234.34,1279.65,3.67,21
1,1000.34,1012.38,1.2,69
2,1510.28,1577.24,4.43,30
3,1416.02,1471.72,3.93,53
4,1056.83,1091.65,3.29,56
5,2129.37,2049.93,-3.73,30
6,1688.85,1687.36,-0.09,19
7,2184.2,2116.6,-3.1,18
8,559.27,544.88,-2.57,63
9,2790.83,2899.65,3.9,25
10,1029.06,1066.21,3.61,86
11,1572.68,1542.1,-1.94,14
12,1279.65,1231.88,-3.73,30
1,1012.38,1015.84,0.34,21
2,1577.24,1531.65,-2.89,59
3,1471.72,1429.66,-2.86,32
4,1091.65,1060.84,-2.82,22
5,2049.93,2127.19,3.77,27
6,1687.36,1673.32,-0.83,75
7,2116.6,2128.65,0.57,49
8,544.88,531.19,-2.51,7
9,2899.65,2947.59,1.65,43
10,1066.21,1036.87,-2.75,51
11,1542.1,1480.64,-3.99,74
12,1231.88,1174.82,-4.63,86
1,1015.84,1032.26,1.62,8
2,1531.65,1460.6,-4.64,13
3,1429.66,1395.35,-2.4,25
4,1060.84,1046.67,-1.34,76
5,2127.19,2186.93,2.81,3
6,1673.32,1745.15,4.29,100
7,2128.65,2153.65,1.17,67
8,531.19,530.86,-0.06,31
9,2947.59,3035.25,2.97,91
10,1036.87,1060.07,2.24,27
11,1480.64,1426.1,-3.68,89
12,1174.82,1211.35,3.11,41
1,1032.26,1015.13,-1.66,24
2,1460.6,1465.74,0.35,34
3,1395.35,1383.18,-0.87,38
4,1046.67,1097.51,4.86,37
5,2186.93,2102.27,-3.87,52
6,1745.15,1827.5,4.72,24
7,2153.65,2097.71,-2.6,49
8,530.86,507.18,-4.46,23
9,3035.25,2990.16,-1.49,27
10,1060.07,1064.79,0.45,35
11,1426.1,1487.31,4.29,43
12,1211.35,1175.14,-2.99,61
1,1015.13,1009.3,-0.57,91
2,1465.74,1410.66,-3.76,56
3,1383.18,1385.4,0.16,11
4,1097.51,1106.38,0.81,3
5,2102.27,2138.45,1.72,83
6,1827.5,1815.57,-0.65,26
7,2097.71,2201.14,4.93,93
8,507.18,519.65,2.46,77
9,2990.16,3121.39,4.39,2
10,1064.79,1099.33,3.24,74
11,1487.31,1501.28,0.94,24
12,1175.14,1150.08,-2.13,52
1,1009.3,995.81,-1.34,94
2,1410.66,1358.75,-3.68,2
3,1385.4,1323.34,-4.48,29
4,1106.38,1125.13,1.69,24
5,2138.45,2036.2,-4.78,96
6,1815.57,1869.14,2.95,53
7,2201.14,2168.18,-1.5,30
8,519.65,545.21,4.92,48
9,3121.39,3242.89,3.89,24
10,1099.33,1112.98,1.24,15
11,1501.28,1529.81,1.9,5
12,1150.08,1200.69,4.4,21
1,995.81,1026.7,3.1,24
2,1358.75,1371.36,0.93,75
3,1323.34,1368.36,3.4,83
4,1125.13,1081.29,-3.9,86
5,2036.2,1999.33,-1.81,3
6,1869.14,1785.79,-4.46,85
7,2168.18,2133.88,-1.58,54
8,545.21,551.83,1.22,36
9,3242.89,3333.39,2.79,33
10,1112.98,1124.42,1.03,6
11,1529.81,1546.04,1.06,80
12,1200.69,1210.95,0.85,85
1,1026.7,1037.39,1.04,62
2,1371.36,1425.99,3.98,98
3,1368.36,1362.65,-0.42,28
4,1081.29,1116.72,3.28,25
5,1999.33,2079.71,4.02,37
6,1785.79,1757.97,-1.56,7
7,2133.88,2031.57,-4.79,98
8,551.83,538.93,-2.34,46
9,3333.39,3427.61,2.83,9
10,1124.42,1093.59,-2.74,59
11,1546.04,1496.79,-3.19,47
12,1210.95,1229.78,1.56,45
